CD_MAKE_VEH,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL
KAWASA,KX250 ,GRN,2025,1
KAWASA,KX250F,GRN,2025,1
KAWASA,KX250X,GRN,2026,1
KAWASA,KX252F,GRN,2025,1
KAWASA,KX450 ,GRN,2025,1
KAWASA,LX300H,GRN,2026,1
KAWASA,MUCE  ,GLD,2025,1
KAWASA,RS900C,BLU,2026,1
KAWASA,Z900  ,GRY,2026,1
KAWASA,Z900 S,GRN,2025,1
KAWASA,Z900 S,WHI,2025,1
KAWASA,Z900RS,BLK,2025,1
KAWASA,Z900RS,BLK,2026,1
KAWASA,Z900RS,MRN,2026,1
KAWASA,Z900RS,RED,2025,1
KAWASA,ZR902A,RED,2025,1
KAWASA,ZX10R ,GRN,2025,3
KAWASA,ZX1100,GRN,2026,2
KAWASA,ZX636 ,BLK,2025,1
KAWASA,ZX6R  ,GRY,2026,1
KENWTH,K220  ,BLU,2025,2
KENWTH,K220  ,WHI,2026,1
KENWTH,T320A ,WHI,2025,1
KENWTH,T360A ,WHI,2025,4
KENWTH,T360A ,YLW,2025,2
KENWTH,T410  ,RED,2025,2
KENWTH,T410SA,WHI,2025,1
KENWTH,T420SA,WHI,2025,1
KENWTH,T610SA,WHI,2025,1
KENWTH,T620  ,WHI,2025,1
KENWTH,T620  ,WHI,2026,1
KENWTH,T620SA,BLU,2025,1
KENWTH,T620SA,WHI,2025,2
KENWTH,T620SA,WHI,2026,1
KENWTH,T659  ,WHI,2025,4
KENWTH,T909  ,BLK,2025,1
KENWTH,T909  ,BLU,2025,2
KENWTH,T909  ,WHI,2025,6
KGM   ,ACTYON,BEI,2025,1
KGM   ,ACTYON,BLK,2025,1
KGM   ,ACTYON,CRM,2025,2
KGM   ,ACTYON,GLD,2025,1
KGM   ,ACTYON,GRN,2026,1
KGM   ,ACTYON,GRY,2025,1
KGM   ,ACTYON,WHI,2025,2
KGM   ,MUSSO ,BLK,2025,5
KGM   ,MUSSO ,BLK,2026,2
KGM   ,MUSSO ,BLU,2025,1
KGM   ,MUSSO ,BLU,2026,2
KGM   ,MUSSO ,GLD,2026,3
KGM   ,MUSSO ,GRN,2025,4
KGM   ,MUSSO ,GRY,2025,6
KGM   ,MUSSO ,GRY,2026,2
KGM   ,MUSSO ,WHI,2025,3
KGM   ,MUSSO ,WHI,2026,3
KGM   ,REXTON,BLK,2025,1
KGM   ,REXTON,GRY,2025,1
KGM   ,REXTON,GRY,2026,2
KGM   ,REXTON,WHI,2025,2
KGM   ,REXTON,WHI,2026,2
KGM   ,TORRES,BLU,2025,1
KIA   ,2026  ,WHI,2026,1
KIA   ,CAR   ,BLK,2025,1
KIA   ,CARNIV,BLK,2025,6
KIA   ,CARNIV,BLK,2026,17
KIA   ,CARNIV,BLU,2025,2
KIA   ,CARNIV,BLU,2026,27
KIA   ,CARNIV,GRY,2025,13
KIA   ,CARNIV,GRY,2026,94
KIA   ,CARNIV,RED,2026,9
KIA   ,CARNIV,SIL,2025,2
KIA   ,CARNIV,SIL,2026,3
KIA   ,CARNIV,WHI,2025,17
KIA   ,CARNIV,WHI,2026,64
KIA   ,CL4M K,GRY,2025,4
KIA   ,CL4M K,GRY,2026,1
KIA   ,CL4M K,WHI,2026,1
KIA   ,EV3   ,BLK,2025,9
KIA   ,EV3   ,BLU,2025,4
KIA   ,EV3   ,GRN,2025,5
KIA   ,EV3   ,GRN,2026,7
KIA   ,EV3   ,GRY,2025,18
KIA   ,EV3   ,GRY,2026,2
KIA   ,EV3   ,OGE,2025,6
KIA   ,EV3   ,RED,2025,2
KIA   ,EV3   ,SIL,2025,9
KIA   ,EV3   ,SIL,2026,2
KIA   ,EV3   ,WHI,2025,23
KIA   ,EV3   ,WHI,2026,19
KIA   ,EV3 EA,GRY,2025,1
KIA   ,EV3 GT,GRY,2025,1
KIA   ,EV4   ,BLK,2025,1
KIA   ,EV4   ,BLK,2026,1
KIA   ,EV4   ,BLU,2025,2
KIA   ,EV4   ,BLU,2026,1
KIA   ,EV4   ,GRY,2025,1
KIA   ,EV4   ,GRY,2026,1
KIA   ,EV4   ,SIL,2026,2
KIA   ,EV4   ,WHI,2025,3
KIA   ,EV4   ,WHI,2026,1
KIA   ,EV4 AI,WHI,2025,1
KIA   ,EV4 CT,BLU,2026,1
KIA   ,EV4 EA,WHI,2026,1
KIA   ,EV5   ,BLK,2025,17
KIA   ,EV5   ,BLU,2025,31
KIA   ,EV5   ,BLU,2026,3
KIA   ,EV5   ,GRN,2025,13
KIA   ,EV5   ,GRN,2026,1
KIA   ,EV5   ,GRY,2025,18
KIA   ,EV5   ,GRY,2026,2
KIA   ,EV5   ,RED,2025,5
KIA   ,EV5   ,WHI,2025,43
KIA   ,EV5   ,WHI,2026,9
KIA   ,EV5 AI,GRN,2025,1
KIA   ,EV5 AI,WHI,2025,2
KIA   ,EV5 EA,BLU,2025,2
KIA   ,EV5 EA,WHI,2026,1
KIA   ,EV5 GT,GRY,2025,2
KIA   ,EV5 OV,BLK,2025,1
KIA   ,EV5 OV,WHI,2025,1
KIA   ,EV6   ,WHI,2025,3
KIA   ,EV9   ,GRN,2026,1
KIA   ,K4    ,BLK,2025,13
KIA   ,K4    ,BLK,2026,4
KIA   ,K4    ,BLU,2025,31
KIA   ,K4    ,BLU,2026,8
KIA   ,K4    ,GLD,2025,2
KIA   ,K4    ,GRN,2025,5
KIA   ,K4    ,GRN,2026,9
KIA   ,K4    ,GRY,2025,39
KIA   ,K4    ,GRY,2026,23
KIA   ,K4    ,RED,2025,17
KIA   ,K4    ,RED,2026,7
KIA   ,K4    ,TUR,2025,1
KIA   ,K4    ,WHI,2025,95
KIA   ,K4    ,WHI,2026,27
KIA   ,K4    ,YLW,2025,4
KIA   ,K4    ,YLW,2026,1
KIA   ,K4 GT ,GRY,2025,2
KIA   ,K4 GT ,WHI,2025,1
KIA   ,K4 SPO,GRY,2026,1
KIA   ,KA    ,WHI,2026,1
KIA   ,KA4 CA,BLU,2026,2
KIA   ,KA4 CA,GRY,2026,3
KIA   ,MQ4 PE,WHI,2025,1
KIA   ,MQ4 PE,WHI,2026,2
KIA   ,PICANT,BEI,2025,2
KIA   ,PICANT,BEI,2026,4
KIA   ,PICANT,BLK,2025,6
KIA   ,PICANT,BLK,2026,11
KIA   ,PICANT,CRM,2025,1
KIA   ,PICANT,GRN,2025,7
KIA   ,PICANT,GRN,2026,24
KIA   ,PICANT,GRY,2025,13
KIA   ,PICANT,GRY,2026,9
KIA   ,PICANT,RED,2025,4
KIA   ,PICANT,RED,2026,7
KIA   ,PICANT,SIL,2025,7
KIA   ,PICANT,SIL,2026,4
KIA   ,PICANT,WHI,2025,14
KIA   ,PICANT,WHI,2026,28
KIA   ,SELTO ,BLU,2026,1
KIA   ,SELTOS,BLK,2025,13
KIA   ,SELTOS,BLK,2026,6
KIA   ,SELTOS,BLU,2025,20
KIA   ,SELTOS,BLU,2026,21
KIA   ,SELTOS,GRY,2025,18
KIA   ,SELTOS,GRY,2026,43
KIA   ,SELTOS,OGE,2025,2
KIA   ,SELTOS,OGE,2026,9
KIA   ,SELTOS,WHI,2025,20
KIA   ,SELTOS,WHI,2026,66
KIA   ,SELTS ,WHI,2026,1
KIA   ,SETOS ,GRY,2025,1
KIA   ,SORENT,BLK,2025,3
KIA   ,SORENT,BLK,2026,17
KIA   ,SORENT,BLU,2025,8
KIA   ,SORENT,BLU,2026,8
KIA   ,SORENT,BRN,2025,2
KIA   ,SORENT,BRN,2026,3
KIA   ,SORENT,GRN,2025,2
KIA   ,SORENT,GRN,2026,4
KIA   ,SORENT,GRY,2025,18
KIA   ,SORENT,GRY,2026,15
KIA   ,SORENT,SIL,2025,4
KIA   ,SORENT,WHI,2025,52
KIA   ,SORENT,WHI,2026,21
KIA   ,SORNTO,GRY,2025,1
KIA   ,SORREN,BLK,2026,1
KIA   ,SORREN,BLU,2026,1
KIA   ,SP2 SE,GRY,2025,1
KIA   ,SPORT ,GRN,2026,1
KIA   ,SPORTA,BLK,2025,21
KIA   ,SPORTA,BLK,2026,21
KIA   ,SPORTA,BLU,2025,13
KIA   ,SPORTA,BLU,2026,44
KIA   ,SPORTA,GRN,2025,15
KIA   ,SPORTA,GRN,2026,34
KIA   ,SPORTA,GRY,2025,39
KIA   ,SPORTA,GRY,2026,102
KIA   ,SPORTA,WHI,2025,49
KIA   ,SPORTA,WHI,2026,69
KIA   ,STONIC,BLK,2025,3
KIA   ,STONIC,BLK,2026,7
KIA   ,STONIC,BLU,2025,8
KIA   ,STONIC,BLU,2026,17
KIA   ,STONIC,GRN,2025,3
KIA   ,STONIC,GRN,2026,10
KIA   ,STONIC,GRY,2025,6
KIA   ,STONIC,GRY,2026,12
KIA   ,STONIC,RED,2025,3
KIA   ,STONIC,RED,2026,7
KIA   ,STONIC,SIL,2025,6
KIA   ,STONIC,SIL,2026,8
KIA   ,STONIC,WHI,2025,30
KIA   ,STONIC,WHI,2026,38
KIA   ,TASMAN,BEI,2025,7
KIA   ,TASMAN,BLK,2025,14
KIA   ,TASMAN,BLK,2026,2
KIA   ,TASMAN,BLU,2025,1
KIA   ,TASMAN,GRN,2025,4
KIA   ,TASMAN,GRY,2025,29
KIA   ,TASMAN,GRY,2026,1
KIA   ,TASMAN,RED,2025,3
KIA   ,TASMAN,TAN,2025,1
KIA   ,TASMAN,WHI,2025,28
KIA   ,TASMAN,WHI,2026,4
KIA   ,TK    ,BEI,2025,1
KIA   ,TK TAS,BLK,2025,2
KIA   ,TK TAS,GRN,2025,1
KIA   ,TK TAS,GRY,2026,4
KIOTI ,      ,OGE,2026,1
KIOTI ,DK5820,OGE,2026,1
KIOTI ,K92400,OGE,2025,1
KIOTI ,RX6030,OGE,2026,1
KIOTI ,RX8030,OGE,2025,1
KOBELC,SK140 ,BLU,2026,1
KOMATS,PC240 ,YLW,2026,1
KOMATS,PC55MR,YLW,2025,1
KOMATS,WA475 ,YLW,2026,1
KTM   ,2T-EXC,OGE,2025,1
KUBOTA,F3690 ,OGE,2026,1
KUBOTA,HVX900,OGE,2026,1
KUBOTA,KX0184,OGE,2026,1
KUBOTA,L3800H,OGE,2026,1
KUBOTA,L4600D,OGE,2026,1
KUBOTA,L5740H,OGE,2026,1
KUBOTA,M110GX,OGE,2026,1
KUBOTA,M5111D,OGE,2025,1
KUBOTA,M7040 ,OGE,2026,1
KUBOTA,M7040S,OGE,2025,1
KUBOTA,M8540 ,OGE,2025,1
KUBOTA,M8540 ,RED,2026,1
KUBOTA,M9540 ,OGE,2025,1
KUBOTA,RTV X2,OGE,2026,1
KUBOTA,RTVX  ,OGE,2025,1
KUBOTA,RTVX11,OGE,2025,1
KUBOTA,RTVX2S,OGE,2026,1
KUBOTA,U17-5 ,OGE,2026,1
KUBOTA,U274HG,OGE,2026,1
KUBOTA,X1120 ,OGE,2026,1
KUBOTA,X900  ,OGE,2025,1
KYMCO ,AGILIT,WHI,2025,1
KYMCO ,LIKE 1,BLK,2026,1
KYMCO ,LIKE12,BLK,2025,1
KYMCO ,LIKE12,RED,2026,1
KYMCO ,LIKE12,YLW,2025,1
L ROV ,DEF   ,WHI,2025,1
L ROV ,DEF 11,BLK,2026,1
L ROV ,DEF 11,GRY,2026,1
L ROV ,DEF 13,BLK,2026,1
L ROV ,DEF 90,BLK,2026,1
L ROV ,DEF 90,GRN,2026,1
L ROV ,DEF110,BLK,2026,1
L ROV ,DEF110,GRY,2026,1
L ROV ,DEF130,BLK,2026,1
L ROV ,DEFEDE,BLK,2026,1
L ROV ,DEFEND,BEI,2026,2
L ROV ,DEFEND,BLK,2025,6
L ROV ,DEFEND,BLK,2026,37
L ROV ,DEFEND,BLU,2026,1
L ROV ,DEFEND,BRZ,2026,4
L ROV ,DEFEND,FWN,2026,1
L ROV ,DEFEND,GLD,2026,2
L ROV ,DEFEND,GRN,2026,33
L ROV ,DEFEND,GRY,2025,5
L ROV ,DEFEND,GRY,2026,31
L ROV ,DEFEND,WHI,2025,6
L ROV ,DEFEND,WHI,2026,8
L ROV ,DEFEND,YLW,2026,3
L ROV ,DISCOV,BLK,2025,3
L ROV ,DISCOV,BLK,2026,2
L ROV ,DISCOV,GRY,2025,5
L ROV ,DISCOV,GRY,2026,3
L ROV ,DISCOV,RED,2026,1
L ROV ,DISCOV,SIL,2026,1
L ROV ,DISCOV,WHI,2025,1
L ROV ,DISCOV,WHI,2026,1
L ROV ,EVOQUE,BLU,2026,1
L ROV ,RAGE R,BLK,2026,1
L ROV ,RANE R,BLK,2026,1
L ROV ,RANGE ,BLK,2025,10
L ROV ,RANGE ,BLK,2026,19
L ROV ,RANGE ,BLU,2026,9
L ROV ,RANGE ,BRZ,2026,2
L ROV ,RANGE ,GRN,2025,1
L ROV ,RANGE ,GRN,2026,1
L ROV ,RANGE ,GRY,2025,5
L ROV ,RANGE ,GRY,2026,17
L ROV ,RANGE ,SIL,2026,1
L ROV ,RANGE ,WHI,2025,6
L ROV ,RANGE ,WHI,2026,7
L ROV ,RRS   ,BLK,2026,1
L ROV ,RRSPOR,BLK,2026,1
L ROV ,VELAR ,BLK,2026,1
L ROV ,VELAR ,WHI,2026,1
LAMB G,TEMARA,GRY,2026,1
LAMB G,URUS  ,BLK,2025,1
LAMBR ,G350  ,RED,2025,1
LAMBR ,X300  ,CRM,2026,1
LAMBR ,X300  ,RED,2025,1
LANDIN,110HC ,BLU,2026,1
LDV   ,1500 L,BLK,2025,1
LDV   ,D90   ,BLK,2025,7
LDV   ,D90   ,BLK,2026,4
LDV   ,D90   ,GRN,2025,7
LDV   ,D90   ,GRN,2026,6
LDV   ,D90   ,GRY,2025,11
LDV   ,D90   ,GRY,2026,11
LDV   ,D90   ,WHI,2025,13
LDV   ,D90   ,WHI,2026,11
LDV   ,D90 2W,GRY,2026,1
LDV   ,D90 2W,WHI,2026,1
LDV   ,D90 4W,BLK,2025,1
LDV   ,D90 4W,GRY,2026,1
LDV   ,D90 EX,GRN,2025,1
LDV   ,D90 EX,WHI,2025,1
LDV   ,D90 MO,WHI,2026,2
LDV   ,D90 PE,GRY,2025,1
LDV   ,DEL 9 ,WHI,2025,1
LDV   ,DEL 9 ,WHI,2026,1
LDV   ,DELIVE,BLK,2026,1
LDV   ,DELIVE,WHI,2025,33
LDV   ,DELIVE,WHI,2026,50
LDV   ,DL9   ,WHI,2026,1
LDV   ,G10   ,BLK,2025,2
LDV   ,G10   ,BLK,2026,3
LDV   ,G10   ,WHI,2025,18
LDV   ,G10   ,WHI,2026,14
LDV   ,G10 PL,WHI,2025,1
LDV   ,G10 PL,WHI,2026,2
LDV   ,G10 VA,WHI,2025,1
LDV   ,SV63D ,WHI,2026,1
LDV   ,T60   ,BLK,2025,4
LDV   ,T60   ,BLK,2026,3
LDV   ,T60   ,BLU,2025,3
LDV   ,T60   ,BLU,2026,1
LDV   ,T60   ,GRY,2025,8
LDV   ,T60   ,GRY,2026,6
LDV   ,T60   ,WHI,2025,6
LDV   ,T60   ,WHI,2026,10
LDV   ,T60 MA,BLK,2026,1
LDV   ,T60 MA,BLU,2025,2
LDV   ,T60 MA,BLU,2026,1
LDV   ,T60 MA,GRY,2026,1
LDV   ,T60 MA,WHI,2025,2
LDV   ,TERRON,BLK,2025,6
LDV   ,TERRON,BLK,2026,2
LDV   ,TERRON,BLU,2025,2
LDV   ,TERRON,GRN,2025,1
LDV   ,TERRON,GRY,2025,1
LDV   ,TERRON,GRY,2026,1
LDV   ,TERRON,WHI,2025,7
LDV   ,TERRON,WHI,2026,3
LDV   ,TERRON,YLW,2025,3
LEAPM ,B10   ,BLK,2026,2
LEAPM ,B10   ,BLU,2025,1
LEAPM ,B10   ,BLU,2026,5
LEAPM ,B10   ,GRY,2025,1
LEAPM ,B10   ,GRY,2026,4
LEAPM ,B10   ,PUR,2025,2
LEAPM ,B10   ,PUR,2026,4
LEAPM ,B10   ,SIL,2026,4
LEAPM ,B10   ,WHI,2025,1
LEAPM ,B10   ,WHI,2026,8
LEAPM ,B10 DE,BLK,2026,3
LEAPM ,B10 DE,BLU,2026,1
LEAPM ,B10 DE,WHI,2026,1
LEAPM ,B10 ST,BLK,2025,1
LEAPM ,B10 ST,BLU,2026,1
LEAPM ,B10 ST,PUR,2026,1
LEAPM ,B10 ST,WHI,2026,1
LEAPM ,C10   ,BLK,2025,2
LEAPM ,C10   ,BLK,2026,4
LEAPM ,C10   ,GRN,2025,1
LEAPM ,C10   ,GRN,2026,2
LEAPM ,C10   ,GRY,2025,1
LEAPM ,C10   ,GRY,2026,3
LEAPM ,C10   ,WHI,2026,2
LEAPM ,C10 DE,BLK,2025,1
LEAPM ,C10 DE,WHI,2025,1
LEAPM ,C10 DE,WHI,2026,1
LEAPM ,C10 ST,BLK,2026,1
LEXUS ,1ZA8MV,WHI,2025,1
LEXUS ,ENX250,WHI,2025,1
LEXUS ,ES300H,BLK,2025,9
LEXUS ,ES300H,BLK,2026,1
LEXUS ,ES300H,BLU,2025,1
LEXUS ,ES300H,SIL,2025,6
LEXUS ,ES300H,SIL,2026,1
LEXUS ,ES300H,WHI,2025,2
LEXUS ,ES300H,WHI,2026,1
LEXUS ,GX50  ,BLK,2026,1
LEXUS ,GX550 ,BLK,2026,5
LEXUS ,GX550 ,BLU,2026,2
LEXUS ,GX550 ,GRN,2026,3
LEXUS ,GX550 ,GRY,2026,4
LEXUS ,GX550 ,KHA,2026,6
LEXUS ,GX550 ,SIL,2026,1
LEXUS ,GX550 ,WHI,2026,6
LEXUS ,L5500H,RED,2026,1
LEXUS ,LBX   ,BLK,2026,1
LEXUS ,LBX   ,BLU,2025,1
LEXUS ,LBX   ,BLU,2026,1
LEXUS ,LBX   ,GRY,2026,2
LEXUS ,LBX   ,RED,2026,1
LEXUS ,LBX   ,SIL,2026,3
LEXUS ,LBX   ,WHI,2026,7
LEXUS ,LBX MO,BLU,2025,1
LEXUS ,LBX MO,BLU,2026,1
LEXUS ,LBX MO,WHI,2026,2
LEXUS ,LM350H,BLK,2026,1
LEXUS ,LM350H,SIL,2026,1
LEXUS ,LX500D,BLK,2026,6
LEXUS ,LX500D,WHI,2025,1
LEXUS ,LX500D,WHI,2026,2
LEXUS ,LX600 ,BLK,2025,1
LEXUS ,LX600 ,WHI,2026,1
LEXUS ,LX700H,BLK,2026,2
LEXUS ,LX700H,KHA,2026,1
LEXUS ,LX700H,SIL,2026,1
LEXUS ,LX700H,WHI,2026,2
LEXUS ,NX350 ,BLK,2026,1
LEXUS ,NX350 ,WHI,2026,1
LEXUS ,NX350H,BLK,2025,3
LEXUS ,NX350H,BLK,2026,12
LEXUS ,NX350H,BRZ,2026,1
LEXUS ,NX350H,GRN,2026,3
LEXUS ,NX350H,GRY,2025,6
LEXUS ,NX350H,GRY,2026,14
LEXUS ,NX350H,KHA,2026,14
LEXUS ,NX350H,RED,2025,2
LEXUS ,NX350H,RED,2026,2
LEXUS ,NX350H,SIL,2025,2
LEXUS ,NX350H,SIL,2026,16
LEXUS ,NX350H,WHI,2025,4
LEXUS ,NX350H,WHI,2026,9
LEXUS ,NX450H,BLK,2025,1
LEXUS ,NX450H,BLK,2026,6
LEXUS ,NX450H,BRZ,2026,1
LEXUS ,NX450H,GRN,2026,1
LEXUS ,NX450H,GRY,2025,3
LEXUS ,NX450H,GRY,2026,6
LEXUS ,NX450H,KHA,2026,3
LEXUS ,NX450H,SIL,2025,1
LEXUS ,NX450H,SIL,2026,6
LEXUS ,NX450H,WHI,2026,14
LEXUS ,RX350H,BLK,2025,3
LEXUS ,RX350H,BLK,2026,1
LEXUS ,RX350H,BLU,2026,1
LEXUS ,RX350H,GRY,2025,1
LEXUS ,RX350H,GRY,2026,1
LEXUS ,RX350H,KHA,2025,2
LEXUS ,RX350H,SIL,2025,3
LEXUS ,RX350H,SIL,2026,3
LEXUS ,RX350H,WHI,2025,1
LEXUS ,RX350H,WHI,2026,1
LEXUS ,RX450H,BLK,2025,3
LEXUS ,RX450H,BLK,2026,2
LEXUS ,RX450H,GRN,2026,1
LEXUS ,RX450H,GRY,2025,2
LEXUS ,RX450H,GRY,2026,2
LEXUS ,RX450H,RED,2025,1
LEXUS ,RX450H,SIL,2025,3
LEXUS ,RX450H,SIL,2026,7
LEXUS ,RX450H,WHI,2026,3
LEXUS ,RX500H,BLU,2026,1
LEXUS ,RX500H,GRY,2025,2
LEXUS ,RZ500E,BLU,2026,1
LEXUS ,RZ500E,GRY,2026,1
LEXUS ,RZ550E,GRY,2026,1
LIEBHR,A924  ,YLW,2025,1
LIFTSM,LSRT35,YLW,2026,1
LINDE ,E16C  ,RED,2026,2
LOADMC,825SUP,YLW,2025,1
LOVOL ,TRIDNT,BLK,2025,1
M A N ,19 330,WHI,2026,1
M A N ,CO1948,WHI,2026,1
M A N ,TGS 44,WHI,2025,1
M G   ,3     ,SIL,2025,1
M G   ,3     ,WHI,2025,1
M G   ,3 ESSE,SIL,2025,1
M G   ,3 ESSE,WHI,2025,1
M G   ,3 ESSE,YLW,2025,1
M G   ,3 VIBE,GRY,2026,1
M G   ,3 VIBE,SIL,2026,1
M G   ,3 VIBE,WHI,2026,2
M G   ,3CVT E,WHI,2025,1
M G   ,3CVT V,BLU,2026,1
M G   ,4 EXCI,WHI,2025,1
M G   ,5 ESSE,GRY,2025,3
M G   ,7 ESSE,GRY,2026,1
M G   ,AT EXP,BLK,2026,1
M G   ,BYD MY,BLK,2026,1
M G   ,ESSENC,BLK,2026,1
M G   ,ESSENC,BLU,2025,1
M G   ,ESSENC,GRN,2026,2
M G   ,ESSENC,GRY,2025,4
M G   ,ESSENC,GRY,2026,2
M G   ,ESSENC,SIL,2025,2
M G   ,ESSENC,WHI,2025,1
M G   ,ESSENC,WHI,2026,1
M G   ,EV ESS,GLD,2026,1
M G   ,EV ESS,WHI,2025,2
M G   ,EXCITE,GRN,2025,1
M G   ,HS    ,BLK,2025,5
M G   ,HS    ,BLU,2025,3
M G   ,HS    ,GRY,2025,5
M G   ,HS    ,GRY,2026,2
M G   ,HS    ,SIL,2025,1
M G   ,HS    ,WHI,2025,4
M G   ,HS    ,WHI,2026,3
M G   ,HS ESS,BLK,2025,3
M G   ,HS ESS,BLU,2025,2
M G   ,HS ESS,GRY,2025,4
M G   ,HS ESS,RED,2025,2
M G   ,HS ESS,SIL,2025,1
M G   ,HS ESS,SIL,2026,2
M G   ,HS ESS,WHI,2025,4
M G   ,HS ESS,WHI,2026,3
M G   ,HS EXC,GRY,2025,1
M G   ,HS EXC,GRY,2026,2
M G   ,HS EXC,WHI,2025,1
M G   ,HS HEV,RED,2025,1
M G   ,HS HEV,SIL,2025,1
M G   ,HS NGE,WHI,2025,1
M G   ,HS PHE,RED,2026,1
M G   ,HS SHE,GRY,2025,1
M G   ,HS SUP,RED,2026,1
M G   ,HS SUP,SIL,2025,2
M G   ,HS SUP,WHI,2025,2
M G   ,HS VIB,BLK,2025,1
M G   ,IM5   ,BLK,2025,1
M G   ,IM5   ,BLU,2025,1
M G   ,IM5   ,BLU,2026,1
M G   ,IM5   ,WHI,2025,2
M G   ,IM5 10,GRY,2026,1
M G   ,IM5 EV,GRY,2025,1
M G   ,IM5 EV,GRY,2026,1
M G   ,IM5 EV,WHI,2025,1
M G   ,IM6   ,BEI,2026,1
M G   ,IM6   ,BLK,2025,1
M G   ,IM6   ,BLU,2025,2
M G   ,IM6   ,GRY,2025,2
M G   ,IM6   ,GRY,2026,1
M G   ,IM6   ,WHI,2025,1
M G   ,IM6 EV,BLK,2025,1
M G   ,IM6 EV,WHI,2025,1
M G   ,IM6 PE,GRY,2025,1
M G   ,MG 3 E,GRY,2025,1
M G   ,MG ESS,GRN,2026,1
M G   ,MG ESS,WHI,2025,1
M G   ,MG ESS,WHI,2026,1
M G   ,MG HS ,BLU,2025,1
M G   ,MG IM5,BLK,2025,1
M G   ,MG NG ,BLK,2025,1
M G   ,MG NG ,BLK,2026,3
M G   ,MG NG ,BLU,2025,1
M G   ,MG NG ,GRN,2025,1
M G   ,MG NG ,GRY,2025,2
M G   ,MG NG ,GRY,2026,1
M G   ,MG NG ,RED,2025,1
M G   ,MG NG ,RED,2026,2
M G   ,MG NG ,WHI,2025,1
M G   ,MG NG ,WHI,2026,16
M G   ,MG QS ,WHI,2025,1
M G   ,MG S5 ,BLK,2026,1
M G   ,MG S5 ,GRY,2025,1
M G   ,MG S5 ,SIL,2025,1
M G   ,MG U9 ,BLK,2026,3
M G   ,MG U9 ,BLU,2025,1
M G   ,MG U9 ,BLU,2026,3
M G   ,MG U9 ,GRN,2025,1
M G   ,MG U9 ,WHI,2025,1
M G   ,MG ZS ,BLK,2025,1
M G   ,MG ZS ,GRY,2025,1
M G   ,MG ZS ,SIL,2026,1
M G   ,MG ZS ,WHI,2026,2
M G   ,MG3   ,BLK,2025,6
M G   ,MG3   ,BLK,2026,3
M G   ,MG3   ,BLU,2025,4
M G   ,MG3   ,BLU,2026,1
M G   ,MG3   ,GRY,2025,12
M G   ,MG3   ,GRY,2026,12
M G   ,MG3   ,RED,2025,5
M G   ,MG3   ,RED,2026,4
M G   ,MG3   ,SIL,2025,10
M G   ,MG3   ,SIL,2026,4
M G   ,MG3   ,WHI,2025,6
M G   ,MG3   ,WHI,2026,12
M G   ,MG3   ,YLW,2025,1
M G   ,MG3 CV,BLU,2025,1
M G   ,MG3 CV,WHI,2026,1
M G   ,MG3 ES,GRY,2025,1
M G   ,MG3 ES,SIL,2025,1
M G   ,MG3 ES,WHI,2025,3
M G   ,MG3 EX,BLK,2025,2
M G   ,MG3 EX,BLU,2025,2
M G   ,MG3 EX,GRY,2026,1
M G   ,MG3 EX,SIL,2025,1
M G   ,MG3 EX,WHI,2025,1
M G   ,MG3 EX,YLW,2025,3
M G   ,MG3 FW,GRY,2025,1
M G   ,MG3 HE,GRY,2025,3
M G   ,MG3 HE,WHI,2025,2
M G   ,MG3 NG,BLU,2025,1
M G   ,MG3 NG,GRY,2026,1
M G   ,MG3 NG,SIL,2025,1
M G   ,MG3 VI,BLK,2026,1
M G   ,MG3 VI,BLU,2025,1
M G   ,MG3 VI,BLU,2026,1
M G   ,MG3 VI,GRY,2026,4
M G   ,MG3 VI,RED,2026,1
M G   ,MG3 VI,SIL,2026,1
M G   ,MG3 VI,WHI,2026,2
M G   ,MG4   ,BLK,2025,12
M G   ,MG4   ,BLK,2026,2
M G   ,MG4   ,BLU,2025,4
M G   ,MG4   ,GRY,2025,4
M G   ,MG4   ,GRY,2026,1
M G   ,MG4   ,OGE,2025,2
M G   ,MG4   ,SIL,2025,2
M G   ,MG4   ,SIL,2026,1
M G   ,MG4   ,WHI,2025,20
M G   ,MG4   ,WHI,2026,2
M G   ,MG4 51,WHI,2026,1
M G   ,MG4 ES,BLK,2025,2
M G   ,MG4 ES,SIL,2025,1
M G   ,MG4 ES,WHI,2025,1
M G   ,MG4 EV,WHI,2025,3
M G   ,MG4 EX,GRY,2025,2
M G   ,MG4 EX,WHI,2025,4
M G   ,MG4 UR,GRY,2026,2
M G   ,MG4 UR,WHI,2026,1
M G   ,MG4 XP,WHI,2025,1
M G   ,MG4URB,SIL,2026,1
M G   ,MG5   ,BLK,2025,2
M G   ,MG5   ,RED,2025,1
M G   ,MG5   ,RED,2026,2
M G   ,MG5   ,WHI,2025,3
M G   ,MG5   ,YLW,2025,1
M G   ,MG5 ES,BLK,2025,1
M G   ,MG5 ES,GRY,2026,1
M G   ,MG5 ES,RED,2026,2
M G   ,MG5 EX,WHI,2025,1
M G   ,MG7   ,GRN,2026,4
M G   ,MG7   ,GRY,2026,3
M G   ,MG7   ,RED,2026,3
M G   ,MG7   ,WHI,2026,2
M G   ,MG7 AT,GRN,2026,1
M G   ,MG7 ES,GRN,2026,3
M G   ,MG7 ES,GRY,2025,1
