CD_MAKE_VEH,CD_MODEL_VEH,CD_CLR_BDY_VEH_P,NB_YEAR_MFC_VEH,TOTAL,CLEAN_MAKE_VEH
KIA   ,EV5   ,BLU,2025,31,KIA
KIA   ,EV5   ,BLU,2026,3,KIA
KIA   ,EV5   ,GRN,2025,13,KIA
KIA   ,EV5   ,GRN,2026,1,KIA
KIA   ,EV5   ,GRY,2025,18,KIA
KIA   ,EV5   ,GRY,2026,2,KIA
KIA   ,EV5   ,RED,2025,5,KIA
KIA   ,EV5   ,WHI,2025,43,KIA
KIA   ,EV5   ,WHI,2026,9,KIA
KIA   ,EV5 AI,GRN,2025,1,KIA
KIA   ,EV5 AI,WHI,2025,2,KIA
KIA   ,EV5 EA,BLU,2025,2,KIA
KIA   ,EV5 EA,WHI,2026,1,KIA
KIA   ,EV5 GT,GRY,2025,2,KIA
KIA   ,EV5 OV,BLK,2025,1,KIA
KIA   ,EV5 OV,WHI,2025,1,KIA
KIA   ,EV6   ,WHI,2025,3,KIA
KIA   ,EV9   ,GRN,2026,1,KIA
KIA   ,K4    ,BLK,2025,13,KIA
KIA   ,K4    ,BLK,2026,4,KIA
KIA   ,K4    ,BLU,2025,31,KIA
KIA   ,K4    ,BLU,2026,8,KIA
KIA   ,K4    ,GLD,2025,2,KIA
KIA   ,K4    ,GRN,2025,5,KIA
KIA   ,K4    ,GRN,2026,9,KIA
KIA   ,K4    ,GRY,2025,39,KIA
KIA   ,K4    ,GRY,2026,23,KIA
KIA   ,K4    ,RED,2025,17,KIA
KIA   ,K4    ,RED,2026,7,KIA
KIA   ,K4    ,TUR,2025,1,KIA
KIA   ,K4    ,WHI,2025,95,KIA
KIA   ,K4    ,WHI,2026,27,KIA
KIA   ,K4    ,YLW,2025,4,KIA
KIA   ,K4    ,YLW,2026,1,KIA
KIA   ,K4 GT ,GRY,2025,2,KIA
KIA   ,K4 GT ,WHI,2025,1,KIA
KIA   ,K4 SPO,GRY,2026,1,KIA
KIA   ,KA    ,WHI,2026,1,KIA
KIA   ,KA4 CA,BLU,2026,2,KIA
KIA   ,KA4 CA,GRY,2026,3,KIA
KIA   ,MQ4 PE,WHI,2025,1,KIA
KIA   ,MQ4 PE,WHI,2026,2,KIA
KIA   ,PICANT,BEI,2025,2,KIA
KIA   ,PICANT,BEI,2026,4,KIA
KIA   ,PICANT,BLK,2025,6,KIA
KIA   ,PICANT,BLK,2026,11,KIA
KIA   ,PICANT,CRM,2025,1,KIA
KIA   ,PICANT,GRN,2025,7,KIA
KIA   ,PICANT,GRN,2026,24,KIA
KIA   ,PICANT,GRY,2025,13,KIA
KIA   ,PICANT,GRY,2026,9,KIA
KIA   ,PICANT,RED,2025,4,KIA
KIA   ,PICANT,RED,2026,7,KIA
KIA   ,PICANT,SIL,2025,7,KIA
KIA   ,PICANT,SIL,2026,4,KIA
KIA   ,PICANT,WHI,2025,14,KIA
KIA   ,PICANT,WHI,2026,28,KIA
KIA   ,SELTO ,BLU,2026,1,KIA
KIA   ,SELTOS,BLK,2025,13,KIA
KIA   ,SELTOS,BLK,2026,6,KIA
KIA   ,SELTOS,BLU,2025,20,KIA
KIA   ,SELTOS,BLU,2026,21,KIA
KIA   ,SELTOS,GRY,2025,18,KIA
KIA   ,SELTOS,GRY,2026,43,KIA
KIA   ,SELTOS,OGE,2025,2,KIA
KIA   ,SELTOS,OGE,2026,9,KIA
KIA   ,SELTOS,WHI,2025,20,KIA
KIA   ,SELTOS,WHI,2026,66,KIA
KIA   ,SELTS ,WHI,2026,1,KIA
KIA   ,SETOS ,GRY,2025,1,KIA
KIA   ,SORENT,BLK,2025,3,KIA
KIA   ,SORENT,BLK,2026,17,KIA
KIA   ,SORENT,BLU,2025,8,KIA
KIA   ,SORENT,BLU,2026,8,KIA
KIA   ,SORENT,BRN,2025,2,KIA
KIA   ,SORENT,BRN,2026,3,KIA
KIA   ,SORENT,GRN,2025,2,KIA
KIA   ,SORENT,GRN,2026,4,KIA
KIA   ,SORENT,GRY,2025,18,KIA
KIA   ,SORENT,GRY,2026,15,KIA
KIA   ,SORENT,SIL,2025,4,KIA
KIA   ,SORENT,WHI,2025,52,KIA
KIA   ,SORENT,WHI,2026,21,KIA
KIA   ,SORNTO,GRY,2025,1,KIA
KIA   ,SORREN,BLK,2026,1,KIA
KIA   ,SORREN,BLU,2026,1,KIA
KIA   ,SP2 SE,GRY,2025,1,KIA
KIA   ,SPORT ,GRN,2026,1,KIA
KIA   ,SPORTA,BLK,2025,21,KIA
KIA   ,SPORTA,BLK,2026,21,KIA
KIA   ,SPORTA,BLU,2025,13,KIA
KIA   ,SPORTA,BLU,2026,44,KIA
KIA   ,SPORTA,GRN,2025,15,KIA
KIA   ,SPORTA,GRN,2026,34,KIA
KIA   ,SPORTA,GRY,2025,39,KIA
KIA   ,SPORTA,GRY,2026,102,KIA
KIA   ,SPORTA,WHI,2025,49,KIA
KIA   ,SPORTA,WHI,2026,69,KIA
KIA   ,STONIC,BLK,2025,3,KIA
KIA   ,STONIC,BLK,2026,7,KIA
KIA   ,STONIC,BLU,2025,8,KIA
KIA   ,STONIC,BLU,2026,17,KIA
KIA   ,STONIC,GRN,2025,3,KIA
KIA   ,STONIC,GRN,2026,10,KIA
KIA   ,STONIC,GRY,2025,6,KIA
KIA   ,STONIC,GRY,2026,12,KIA
KIA   ,STONIC,RED,2025,3,KIA
KIA   ,STONIC,RED,2026,7,KIA
KIA   ,STONIC,SIL,2025,6,KIA
KIA   ,STONIC,SIL,2026,8,KIA
KIA   ,STONIC,WHI,2025,30,KIA
KIA   ,STONIC,WHI,2026,38,KIA
KIA   ,TASMAN,BEI,2025,7,KIA
KIA   ,TASMAN,BLK,2025,14,KIA
KIA   ,TASMAN,BLK,2026,2,KIA
KIA   ,TASMAN,BLU,2025,1,KIA
KIA   ,TASMAN,GRN,2025,4,KIA
KIA   ,TASMAN,GRY,2025,29,KIA
KIA   ,TASMAN,GRY,2026,1,KIA
KIA   ,TASMAN,RED,2025,3,KIA
KIA   ,TASMAN,TAN,2025,1,KIA
KIA   ,TASMAN,WHI,2025,28,KIA
KIA   ,TASMAN,WHI,2026,4,KIA
KIA   ,TK    ,BEI,2025,1,KIA
KIA   ,TK TAS,BLK,2025,2,KIA
KIA   ,TK TAS,GRN,2025,1,KIA
KIA   ,TK TAS,GRY,2026,4,KIA
KIOTI ,      ,OGE,2026,1,KIOTI
KIOTI ,DK5820,OGE,2026,1,KIOTI
KIOTI ,K92400,OGE,2025,1,KIOTI
KIOTI ,RX6030,OGE,2026,1,KIOTI
KIOTI ,RX8030,OGE,2025,1,KIOTI
KOBELC,SK140 ,BLU,2026,1,KOBELCO
KOMATS,PC240 ,YLW,2026,1,KOMATSU
KOMATS,PC55MR,YLW,2025,1,KOMATSU
KOMATS,WA475 ,YLW,2026,1,KOMATSU
KTM   ,2T-EXC,OGE,2025,1,KTM
KUBOTA,F3690 ,OGE,2026,1,KUBOTA
KUBOTA,HVX900,OGE,2026,1,KUBOTA
KUBOTA,KX0184,OGE,2026,1,KUBOTA
KUBOTA,L3800H,OGE,2026,1,KUBOTA
KUBOTA,L4600D,OGE,2026,1,KUBOTA
KUBOTA,L5740H,OGE,2026,1,KUBOTA
KUBOTA,M110GX,OGE,2026,1,KUBOTA
KUBOTA,M5111D,OGE,2025,1,KUBOTA
KUBOTA,M7040 ,OGE,2026,1,KUBOTA
KUBOTA,M7040S,OGE,2025,1,KUBOTA
KUBOTA,M8540 ,OGE,2025,1,KUBOTA
KUBOTA,M8540 ,RED,2026,1,KUBOTA
KUBOTA,M9540 ,OGE,2025,1,KUBOTA
KUBOTA,RTV X2,OGE,2026,1,KUBOTA
KUBOTA,RTVX  ,OGE,2025,1,KUBOTA
KUBOTA,RTVX11,OGE,2025,1,KUBOTA
KUBOTA,RTVX2S,OGE,2026,1,KUBOTA
KUBOTA,U17-5 ,OGE,2026,1,KUBOTA
KUBOTA,U274HG,OGE,2026,1,KUBOTA
KUBOTA,X1120 ,OGE,2026,1,KUBOTA
KUBOTA,X900  ,OGE,2025,1,KUBOTA
KYMCO ,AGILIT,WHI,2025,1,KYMCO
KYMCO ,LIKE 1,BLK,2026,1,KYMCO
KYMCO ,LIKE12,BLK,2025,1,KYMCO
KYMCO ,LIKE12,RED,2026,1,KYMCO
KYMCO ,LIKE12,YLW,2025,1,KYMCO
L ROV ,DEF   ,WHI,2025,1,LAND ROVER
L ROV ,DEF 11,BLK,2026,1,LAND ROVER
L ROV ,DEF 11,GRY,2026,1,LAND ROVER
L ROV ,DEF 13,BLK,2026,1,LAND ROVER
L ROV ,DEF 90,BLK,2026,1,LAND ROVER
L ROV ,DEF 90,GRN,2026,1,LAND ROVER
L ROV ,DEF110,BLK,2026,1,LAND ROVER
L ROV ,DEF110,GRY,2026,1,LAND ROVER
L ROV ,DEF130,BLK,2026,1,LAND ROVER
L ROV ,DEFEDE,BLK,2026,1,LAND ROVER
L ROV ,DEFEND,BEI,2026,2,LAND ROVER
L ROV ,DEFEND,BLK,2025,6,LAND ROVER
L ROV ,DEFEND,BLK,2026,37,LAND ROVER
L ROV ,DEFEND,BLU,2026,1,LAND ROVER
L ROV ,DEFEND,BRZ,2026,4,LAND ROVER
L ROV ,DEFEND,FWN,2026,1,LAND ROVER
L ROV ,DEFEND,GLD,2026,2,LAND ROVER
L ROV ,DEFEND,GRN,2026,33,LAND ROVER
L ROV ,DEFEND,GRY,2025,5,LAND ROVER
L ROV ,DEFEND,GRY,2026,31,LAND ROVER
L ROV ,DEFEND,WHI,2025,6,LAND ROVER
L ROV ,DEFEND,WHI,2026,8,LAND ROVER
L ROV ,DEFEND,YLW,2026,3,LAND ROVER
L ROV ,DISCOV,BLK,2025,3,LAND ROVER
L ROV ,DISCOV,BLK,2026,2,LAND ROVER
L ROV ,DISCOV,GRY,2025,5,LAND ROVER
L ROV ,DISCOV,GRY,2026,3,LAND ROVER
L ROV ,DISCOV,RED,2026,1,LAND ROVER
L ROV ,DISCOV,SIL,2026,1,LAND ROVER
L ROV ,DISCOV,WHI,2025,1,LAND ROVER
L ROV ,DISCOV,WHI,2026,1,LAND ROVER
L ROV ,EVOQUE,BLU,2026,1,LAND ROVER
L ROV ,RAGE R,BLK,2026,1,LAND ROVER
L ROV ,RANE R,BLK,2026,1,LAND ROVER
L ROV ,RANGE ,BLK,2025,10,LAND ROVER
L ROV ,RANGE ,BLK,2026,19,LAND ROVER
L ROV ,RANGE ,BLU,2026,9,LAND ROVER
L ROV ,RANGE ,BRZ,2026,2,LAND ROVER
L ROV ,RANGE ,GRN,2025,1,LAND ROVER
L ROV ,RANGE ,GRN,2026,1,LAND ROVER
L ROV ,RANGE ,GRY,2025,5,LAND ROVER
L ROV ,RANGE ,GRY,2026,17,LAND ROVER
L ROV ,RANGE ,SIL,2026,1,LAND ROVER
L ROV ,RANGE ,WHI,2025,6,LAND ROVER
L ROV ,RANGE ,WHI,2026,7,LAND ROVER
L ROV ,RRS   ,BLK,2026,1,LAND ROVER
L ROV ,RRSPOR,BLK,2026,1,LAND ROVER
L ROV ,VELAR ,BLK,2026,1,LAND ROVER
L ROV ,VELAR ,WHI,2026,1,LAND ROVER
LAMB G,TEMARA,GRY,2026,1,LAMBORGHINI
LAMB G,URUS  ,BLK,2025,1,LAMBORGHINI
LAMBR ,G350  ,RED,2025,1,LAMBORGHINI
LAMBR ,X300  ,CRM,2026,1,LAMBORGHINI
LAMBR ,X300  ,RED,2025,1,LAMBORGHINI
LANDIN,110HC ,BLU,2026,1,LANDINI
LDV   ,1500 L,BLK,2025,1,LDV
LDV   ,D90   ,BLK,2025,7,LDV
LDV   ,D90   ,BLK,2026,4,LDV
LDV   ,D90   ,GRN,2025,7,LDV
LDV   ,D90   ,GRN,2026,6,LDV
LDV   ,D90   ,GRY,2025,11,LDV
LDV   ,D90   ,GRY,2026,11,LDV
LDV   ,D90   ,WHI,2025,13,LDV
LDV   ,D90   ,WHI,2026,11,LDV
LDV   ,D90 2W,GRY,2026,1,LDV
LDV   ,D90 2W,WHI,2026,1,LDV
LDV   ,D90 4W,BLK,2025,1,LDV
LDV   ,D90 4W,GRY,2026,1,LDV
LDV   ,D90 EX,GRN,2025,1,LDV
LDV   ,D90 EX,WHI,2025,1,LDV
LDV   ,D90 MO,WHI,2026,2,LDV
LDV   ,D90 PE,GRY,2025,1,LDV
LDV   ,DEL 9 ,WHI,2025,1,LDV
LDV   ,DEL 9 ,WHI,2026,1,LDV
LDV   ,DELIVE,BLK,2026,1,LDV
LDV   ,DELIVE,WHI,2025,33,LDV
LDV   ,DELIVE,WHI,2026,50,LDV
LDV   ,DL9   ,WHI,2026,1,LDV
LDV   ,G10   ,BLK,2025,2,LDV
LDV   ,G10   ,BLK,2026,3,LDV
LDV   ,G10   ,WHI,2025,18,LDV
LDV   ,G10   ,WHI,2026,14,LDV
LDV   ,G10 PL,WHI,2025,1,LDV
LDV   ,G10 PL,WHI,2026,2,LDV
LDV   ,G10 VA,WHI,2025,1,LDV
LDV   ,SV63D ,WHI,2026,1,LDV
LDV   ,T60   ,BLK,2025,4,LDV
LDV   ,T60   ,BLK,2026,3,LDV
LDV   ,T60   ,BLU,2025,3,LDV
LDV   ,T60   ,BLU,2026,1,LDV
LDV   ,T60   ,GRY,2025,8,LDV
LDV   ,T60   ,GRY,2026,6,LDV
LDV   ,T60   ,WHI,2025,6,LDV
LDV   ,T60   ,WHI,2026,10,LDV
LDV   ,T60 MA,BLK,2026,1,LDV
LDV   ,T60 MA,BLU,2025,2,LDV
LDV   ,T60 MA,BLU,2026,1,LDV
LDV   ,T60 MA,GRY,2026,1,LDV
LDV   ,T60 MA,WHI,2025,2,LDV
LDV   ,TERRON,BLK,2025,6,LDV
LDV   ,TERRON,BLK,2026,2,LDV
LDV   ,TERRON,BLU,2025,2,LDV
LDV   ,TERRON,GRN,2025,1,LDV
LDV   ,TERRON,GRY,2025,1,LDV
LDV   ,TERRON,GRY,2026,1,LDV
LDV   ,TERRON,WHI,2025,7,LDV
LDV   ,TERRON,WHI,2026,3,LDV
LDV   ,TERRON,YLW,2025,3,LDV
LEAPM ,B10   ,BLK,2026,2,LEAPMOTOR
LEAPM ,B10   ,BLU,2025,1,LEAPMOTOR
LEAPM ,B10   ,BLU,2026,5,LEAPMOTOR
LEAPM ,B10   ,GRY,2025,1,LEAPMOTOR
LEAPM ,B10   ,GRY,2026,4,LEAPMOTOR
LEAPM ,B10   ,PUR,2025,2,LEAPMOTOR
LEAPM ,B10   ,PUR,2026,4,LEAPMOTOR
LEAPM ,B10   ,SIL,2026,4,LEAPMOTOR
LEAPM ,B10   ,WHI,2025,1,LEAPMOTOR
LEAPM ,B10   ,WHI,2026,8,LEAPMOTOR
LEAPM ,B10 DE,BLK,2026,3,LEAPMOTOR
LEAPM ,B10 DE,BLU,2026,1,LEAPMOTOR
LEAPM ,B10 DE,WHI,2026,1,LEAPMOTOR
LEAPM ,B10 ST,BLK,2025,1,LEAPMOTOR
LEAPM ,B10 ST,BLU,2026,1,LEAPMOTOR
LEAPM ,B10 ST,PUR,2026,1,LEAPMOTOR
LEAPM ,B10 ST,WHI,2026,1,LEAPMOTOR
LEAPM ,C10   ,BLK,2025,2,LEAPMOTOR
LEAPM ,C10   ,BLK,2026,4,LEAPMOTOR
LEAPM ,C10   ,GRN,2025,1,LEAPMOTOR
LEAPM ,C10   ,GRN,2026,2,LEAPMOTOR
LEAPM ,C10   ,GRY,2025,1,LEAPMOTOR
LEAPM ,C10   ,GRY,2026,3,LEAPMOTOR
LEAPM ,C10   ,WHI,2026,2,LEAPMOTOR
LEAPM ,C10 DE,BLK,2025,1,LEAPMOTOR
LEAPM ,C10 DE,WHI,2025,1,LEAPMOTOR
LEAPM ,C10 DE,WHI,2026,1,LEAPMOTOR
LEAPM ,C10 ST,BLK,2026,1,LEAPMOTOR
LEXUS ,1ZA8MV,WHI,2025,1,LEXUS
LEXUS ,ENX250,WHI,2025,1,LEXUS
LEXUS ,ES300H,BLK,2025,9,LEXUS
LEXUS ,ES300H,BLK,2026,1,LEXUS
LEXUS ,ES300H,BLU,2025,1,LEXUS
LEXUS ,ES300H,SIL,2025,6,LEXUS
LEXUS ,ES300H,SIL,2026,1,LEXUS
LEXUS ,ES300H,WHI,2025,2,LEXUS
LEXUS ,ES300H,WHI,2026,1,LEXUS
LEXUS ,GX50  ,BLK,2026,1,LEXUS
LEXUS ,GX550 ,BLK,2026,5,LEXUS
LEXUS ,GX550 ,BLU,2026,2,LEXUS
LEXUS ,GX550 ,GRN,2026,3,LEXUS
LEXUS ,GX550 ,GRY,2026,4,LEXUS
LEXUS ,GX550 ,KHA,2026,6,LEXUS
LEXUS ,GX550 ,SIL,2026,1,LEXUS
LEXUS ,GX550 ,WHI,2026,6,LEXUS
LEXUS ,L5500H,RED,2026,1,LEXUS
LEXUS ,LBX   ,BLK,2026,1,LEXUS
LEXUS ,LBX   ,BLU,2025,1,LEXUS
LEXUS ,LBX   ,BLU,2026,1,LEXUS
LEXUS ,LBX   ,GRY,2026,2,LEXUS
LEXUS ,LBX   ,RED,2026,1,LEXUS
LEXUS ,LBX   ,SIL,2026,3,LEXUS
LEXUS ,LBX   ,WHI,2026,7,LEXUS
LEXUS ,LBX MO,BLU,2025,1,LEXUS
LEXUS ,LBX MO,BLU,2026,1,LEXUS
LEXUS ,LBX MO,WHI,2026,2,LEXUS
LEXUS ,LM350H,BLK,2026,1,LEXUS
LEXUS ,LM350H,SIL,2026,1,LEXUS
LEXUS ,LX500D,BLK,2026,6,LEXUS
LEXUS ,LX500D,WHI,2025,1,LEXUS
LEXUS ,LX500D,WHI,2026,2,LEXUS
LEXUS ,LX600 ,BLK,2025,1,LEXUS
LEXUS ,LX600 ,WHI,2026,1,LEXUS
LEXUS ,LX700H,BLK,2026,2,LEXUS
LEXUS ,LX700H,KHA,2026,1,LEXUS
LEXUS ,LX700H,SIL,2026,1,LEXUS
LEXUS ,LX700H,WHI,2026,2,LEXUS
LEXUS ,NX350 ,BLK,2026,1,LEXUS
LEXUS ,NX350 ,WHI,2026,1,LEXUS
LEXUS ,NX350H,BLK,2025,3,LEXUS
LEXUS ,NX350H,BLK,2026,12,LEXUS
LEXUS ,NX350H,BRZ,2026,1,LEXUS
LEXUS ,NX350H,GRN,2026,3,LEXUS
LEXUS ,NX350H,GRY,2025,6,LEXUS
LEXUS ,NX350H,GRY,2026,14,LEXUS
LEXUS ,NX350H,KHA,2026,14,LEXUS
LEXUS ,NX350H,RED,2025,2,LEXUS
LEXUS ,NX350H,RED,2026,2,LEXUS
LEXUS ,NX350H,SIL,2025,2,LEXUS
LEXUS ,NX350H,SIL,2026,16,LEXUS
LEXUS ,NX350H,WHI,2025,4,LEXUS
LEXUS ,NX350H,WHI,2026,9,LEXUS
LEXUS ,NX450H,BLK,2025,1,LEXUS
LEXUS ,NX450H,BLK,2026,6,LEXUS
LEXUS ,NX450H,BRZ,2026,1,LEXUS
LEXUS ,NX450H,GRN,2026,1,LEXUS
LEXUS ,NX450H,GRY,2025,3,LEXUS
LEXUS ,NX450H,GRY,2026,6,LEXUS
LEXUS ,NX450H,KHA,2026,3,LEXUS
LEXUS ,NX450H,SIL,2025,1,LEXUS
LEXUS ,NX450H,SIL,2026,6,LEXUS
LEXUS ,NX450H,WHI,2026,14,LEXUS
LEXUS ,RX350H,BLK,2025,3,LEXUS
LEXUS ,RX350H,BLK,2026,1,LEXUS
LEXUS ,RX350H,BLU,2026,1,LEXUS
LEXUS ,RX350H,GRY,2025,1,LEXUS
LEXUS ,RX350H,GRY,2026,1,LEXUS
LEXUS ,RX350H,KHA,2025,2,LEXUS
LEXUS ,RX350H,SIL,2025,3,LEXUS
LEXUS ,RX350H,SIL,2026,3,LEXUS
LEXUS ,RX350H,WHI,2025,1,LEXUS
LEXUS ,RX350H,WHI,2026,1,LEXUS
LEXUS ,RX450H,BLK,2025,3,LEXUS
LEXUS ,RX450H,BLK,2026,2,LEXUS
LEXUS ,RX450H,GRN,2026,1,LEXUS
LEXUS ,RX450H,GRY,2025,2,LEXUS
LEXUS ,RX450H,GRY,2026,2,LEXUS
LEXUS ,RX450H,RED,2025,1,LEXUS
LEXUS ,RX450H,SIL,2025,3,LEXUS
LEXUS ,RX450H,SIL,2026,7,LEXUS
LEXUS ,RX450H,WHI,2026,3,LEXUS
LEXUS ,RX500H,BLU,2026,1,LEXUS
LEXUS ,RX500H,GRY,2025,2,LEXUS
LEXUS ,RZ500E,BLU,2026,1,LEXUS
LEXUS ,RZ500E,GRY,2026,1,LEXUS
LEXUS ,RZ550E,GRY,2026,1,LEXUS
LIEBHR,A924  ,YLW,2025,1,LIEBHERR
LIFTSM,LSRT35,YLW,2026,1,LIFTSMART
LINDE ,E16C  ,RED,2026,2,LINDE
LOADMC,825SUP,YLW,2025,1,LOADMAC
LOVOL ,TRIDNT,BLK,2025,1,LOVOL
M A N ,19 330,WHI,2026,1,MAN
M A N ,CO1948,WHI,2026,1,MAN
M A N ,TGS 44,WHI,2025,1,MAN
M G   ,3     ,SIL,2025,1,MG
M G   ,3     ,WHI,2025,1,MG
M G   ,3 ESSE,SIL,2025,1,MG
M G   ,3 ESSE,WHI,2025,1,MG
M G   ,3 ESSE,YLW,2025,1,MG
M G   ,3 VIBE,GRY,2026,1,MG
M G   ,3 VIBE,SIL,2026,1,MG
M G   ,3 VIBE,WHI,2026,2,MG
M G   ,3CVT E,WHI,2025,1,MG
M G   ,3CVT V,BLU,2026,1,MG
M G   ,4 EXCI,WHI,2025,1,MG
M G   ,5 ESSE,GRY,2025,3,MG
M G   ,7 ESSE,GRY,2026,1,MG
M G   ,AT EXP,BLK,2026,1,MG
M G   ,BYD MY,BLK,2026,1,MG
M G   ,ESSENC,BLK,2026,1,MG
M G   ,ESSENC,BLU,2025,1,MG
M G   ,ESSENC,GRN,2026,2,MG
M G   ,ESSENC,GRY,2025,4,MG
M G   ,ESSENC,GRY,2026,2,MG
M G   ,ESSENC,SIL,2025,2,MG
M G   ,ESSENC,WHI,2025,1,MG
M G   ,ESSENC,WHI,2026,1,MG
M G   ,EV ESS,GLD,2026,1,MG
M G   ,EV ESS,WHI,2025,2,MG
M G   ,EXCITE,GRN,2025,1,MG
M G   ,HS    ,BLK,2025,5,MG
M G   ,HS    ,BLU,2025,3,MG
M G   ,HS    ,GRY,2025,5,MG
M G   ,HS    ,GRY,2026,2,MG
M G   ,HS    ,SIL,2025,1,MG
M G   ,HS    ,WHI,2025,4,MG
M G   ,HS    ,WHI,2026,3,MG
M G   ,HS ESS,BLK,2025,3,MG
M G   ,HS ESS,BLU,2025,2,MG
M G   ,HS ESS,GRY,2025,4,MG
M G   ,HS ESS,RED,2025,2,MG
M G   ,HS ESS,SIL,2025,1,MG
M G   ,HS ESS,SIL,2026,2,MG
M G   ,HS ESS,WHI,2025,4,MG
M G   ,HS ESS,WHI,2026,3,MG
M G   ,HS EXC,GRY,2025,1,MG
M G   ,HS EXC,GRY,2026,2,MG
M G   ,HS EXC,WHI,2025,1,MG
M G   ,HS HEV,RED,2025,1,MG
M G   ,HS HEV,SIL,2025,1,MG
M G   ,HS NGE,WHI,2025,1,MG
M G   ,HS PHE,RED,2026,1,MG
M G   ,HS SHE,GRY,2025,1,MG
M G   ,HS SUP,RED,2026,1,MG
M G   ,HS SUP,SIL,2025,2,MG
M G   ,HS SUP,WHI,2025,2,MG
M G   ,HS VIB,BLK,2025,1,MG
M G   ,IM5   ,BLK,2025,1,MG
M G   ,IM5   ,BLU,2025,1,MG
M G   ,IM5   ,BLU,2026,1,MG
M G   ,IM5   ,WHI,2025,2,MG
M G   ,IM5 10,GRY,2026,1,MG
M G   ,IM5 EV,GRY,2025,1,MG
M G   ,IM5 EV,GRY,2026,1,MG
M G   ,IM5 EV,WHI,2025,1,MG
M G   ,IM6   ,BEI,2026,1,MG
M G   ,IM6   ,BLK,2025,1,MG
M G   ,IM6   ,BLU,2025,2,MG
M G   ,IM6   ,GRY,2025,2,MG
M G   ,IM6   ,GRY,2026,1,MG
M G   ,IM6   ,WHI,2025,1,MG
M G   ,IM6 EV,BLK,2025,1,MG
M G   ,IM6 EV,WHI,2025,1,MG
M G   ,IM6 PE,GRY,2025,1,MG
M G   ,MG 3 E,GRY,2025,1,MG
M G   ,MG ESS,GRN,2026,1,MG
M G   ,MG ESS,WHI,2025,1,MG
M G   ,MG ESS,WHI,2026,1,MG
M G   ,MG HS ,BLU,2025,1,MG
M G   ,MG IM5,BLK,2025,1,MG
M G   ,MG NG ,BLK,2025,1,MG
M G   ,MG NG ,BLK,2026,3,MG
M G   ,MG NG ,BLU,2025,1,MG
M G   ,MG NG ,GRN,2025,1,MG
M G   ,MG NG ,GRY,2025,2,MG
M G   ,MG NG ,GRY,2026,1,MG
M G   ,MG NG ,RED,2025,1,MG
M G   ,MG NG ,RED,2026,2,MG
M G   ,MG NG ,WHI,2025,1,MG
M G   ,MG NG ,WHI,2026,16,MG
M G   ,MG QS ,WHI,2025,1,MG
M G   ,MG S5 ,BLK,2026,1,MG
M G   ,MG S5 ,GRY,2025,1,MG
M G   ,MG S5 ,SIL,2025,1,MG
M G   ,MG U9 ,BLK,2026,3,MG
M G   ,MG U9 ,BLU,2025,1,MG
M G   ,MG U9 ,BLU,2026,3,MG
M G   ,MG U9 ,GRN,2025,1,MG
M G   ,MG U9 ,WHI,2025,1,MG
M G   ,MG ZS ,BLK,2025,1,MG
M G   ,MG ZS ,GRY,2025,1,MG
M G   ,MG ZS ,SIL,2026,1,MG
M G   ,MG ZS ,WHI,2026,2,MG
M G   ,MG3   ,BLK,2025,6,MG
M G   ,MG3   ,BLK,2026,3,MG
M G   ,MG3   ,BLU,2025,4,MG
M G   ,MG3   ,BLU,2026,1,MG
M G   ,MG3   ,GRY,2025,12,MG
M G   ,MG3   ,GRY,2026,12,MG
M G   ,MG3   ,RED,2025,5,MG
M G   ,MG3   ,RED,2026,4,MG
M G   ,MG3   ,SIL,2025,10,MG
M G   ,MG3   ,SIL,2026,4,MG
M G   ,MG3   ,WHI,2025,6,MG
M G   ,MG3   ,WHI,2026,12,MG
M G   ,MG3   ,YLW,2025,1,MG
M G   ,MG3 CV,BLU,2025,1,MG
M G   ,MG3 CV,WHI,2026,1,MG
M G   ,MG3 ES,GRY,2025,1,MG
M G   ,MG3 ES,SIL,2025,1,MG
M G   ,MG3 ES,WHI,2025,3,MG
M G   ,MG3 EX,BLK,2025,2,MG
M G   ,MG3 EX,BLU,2025,2,MG
M G   ,MG3 EX,GRY,2026,1,MG
M G   ,MG3 EX,SIL,2025,1,MG
M G   ,MG3 EX,WHI,2025,1,MG
M G   ,MG3 EX,YLW,2025,3,MG
M G   ,MG3 FW,GRY,2025,1,MG
M G   ,MG3 HE,GRY,2025,3,MG
M G   ,MG3 HE,WHI,2025,2,MG
M G   ,MG3 NG,BLU,2025,1,MG
M G   ,MG3 NG,GRY,2026,1,MG
M G   ,MG3 NG,SIL,2025,1,MG
M G   ,MG3 VI,BLK,2026,1,MG
M G   ,MG3 VI,BLU,2025,1,MG
M G   ,MG3 VI,BLU,2026,1,MG
M G   ,MG3 VI,GRY,2026,4,MG
M G   ,MG3 VI,RED,2026,1,MG
M G   ,MG3 VI,SIL,2026,1,MG
M G   ,MG3 VI,WHI,2026,2,MG
M G   ,MG4   ,BLK,2025,12,MG
M G   ,MG4   ,BLK,2026,2,MG
M G   ,MG4   ,BLU,2025,4,MG
M G   ,MG4   ,GRY,2025,4,MG
M G   ,MG4   ,GRY,2026,1,MG
M G   ,MG4   ,OGE,2025,2,MG
M G   ,MG4   ,SIL,2025,2,MG
M G   ,MG4   ,SIL,2026,1,MG
M G   ,MG4   ,WHI,2025,20,MG
M G   ,MG4   ,WHI,2026,2,MG
